"","Sample.ID","Culture","Salinity","Temperature","Treatment.ID","Replicate","Day","Date","Week","Continuation","DunaAlive","DunaDead","Fluorescenc","Absorbance"
"3222","S1C_36_2M_2","1C","2",36,"S1C_36_2M","2",49,NA,"07",1,97083.7501030144,344.065269118775,NA,NA
"3223","S1C_36_4M_2","1C","4",36,"S1C_36_4M","2",49,NA,"07",1,34148.2639178962,401.40696461003,NA,NA
"3224","S3_36_2M_2","3","2",36,"S3_36_2M","2",49,NA,"07",1,21446.8549961269,85.4456374347687,NA,NA
"3225","S3_36_3.5M_2","3","3,5",36,"S3_36_3.5M","2",49,NA,"07",1,52899.3418351866,286.717299919711,NA,NA
"3226","S3_36_4M_2","3","4",36,"S3_36_4M","2",49,NA,"07",1,3474.79122255097,85.4456858004338,NA,NA
"3227","S13_36_2M_2","13","2",36,"S13_36_2M","2",49,NA,"07",1,323216.265390379,854.541990104114,NA,NA
"3228","S13_36_4M_2","13","4",36,"S13_36_4M","2",49,NA,"07",1,91149.8707480014,229.379983008497,NA,NA
"3229","Mix_36_2M_2","mix","2",36,"Mix_36_2M","2",49,NA,"07",1,343733.834961137,1737.61199408547,NA,NA
"3230","Mix_36_4M_2","mix","4",36,"Mix_36_4M","2",49,NA,"07",1,83121.9976300049,200.708514456721,NA,NA
"3231","S1C_36_2M_3","1C","2",36,"S1C_36_2M","3",49,NA,"07",1,118561.45431408,458.762580175401,NA,NA
"3232","S1C_36_4M_3","1C","4",36,"S1C_36_4M","3",49,NA,"07",1,49330.8380647765,484.194138049192,NA,NA
"3233","S3_36_2M_3","3","2",36,"S3_36_2M","3",49,NA,"07",1,52613.1941491325,229.376323265973,NA,NA
"3234","S3_36_3.5M_3","3","3,5",36,"S3_36_3.5M","3",49,NA,"07",1,62389.4711605732,430.074479507628,NA,NA
"3235","S3_36_4M_3","3","4",36,"S3_36_4M","3",49,NA,"07",1,12104.8054883948,142.409476334056,NA,NA
"3236","S13_36_2M_3","13","2",36,"S13_36_2M","3",49,NA,"07",1,383887.643957957,1196.44412631598,NA,NA
"3237","S13_36_4M_3","13","4",36,"S13_36_4M","3",49,NA,"07",1,77786.4336070445,85.4482976276579,NA,NA
"3238","Mix_36_2M_3","mix","2",36,"Mix_36_2M","3",49,NA,"07",1,297870.955108865,946.259291354693,NA,NA
"3239","Mix_36_4M_3","mix","4",36,"Mix_36_4M","3",49,NA,"07",1,84009.7485811658,258.050422262966,NA,NA
"3240","Blank_36_2M","blank","2",36,"Blank_36_2M","blank",49,NA,"07",1,0,0,NA,NA
"3241","Blank_36_3.5M","blank","3,5",36,"Blank_36_3.5M","blank",49,NA,"07",1,57.3437540608432,0,NA,NA
"3242","Blank_36_4M","blank","4",36,"Blank_36_4M","blank",49,NA,"07",1,0,0,NA,NA
"3243","S1C_24_2M","1C","2",24,"pooled","pooled",49,NA,"07",1,473779.220989424,360.79747556044,NA,NA
"3244","S1C_24_4M","1C","4",24,"pooled","pooled",49,NA,"07",1,86936.9011978082,94.9403333879796,NA,NA
"3245","S3_24_2M","3","2",24,"pooled","pooled",49,NA,"07",1,1141093.56063121,332.313247611383,NA,NA
"3246","S3_24_4M","3","4",24,"pooled","pooled",49,NA,"07",1,502533.833353315,2563.46202625577,NA,NA
"3247","S13_24_2M","13","2",24,"pooled","pooled",49,NA,"07",1,774281.732288674,455.765549425566,NA,NA
"3248","S13_24_4M","13","4",24,"pooled","pooled",49,NA,"07",1,123232.546984601,427.231357843278,NA,NA
"3249","Mix_24_2M","mix","2",24,"pooled","pooled",49,NA,"07",1,813404.257312329,417.786135985865,NA,NA
"3250","Mix_24_4M","mix","4",24,"pooled","pooled",49,NA,"07",1,185781.431826645,398.754068194117,NA,NA
"3251","S1C_36_2M","1C","2",36,"pooled","pooled",49,NA,"07",1,113751.163638211,590.412135775026,NA,NA
"3252","S1C_36_4M","1C","4",36,"pooled","pooled",49,NA,"07",1,53392.1826175752,409.888137078387,NA,NA
"3253","S3_36_2M","3","2",36,"pooled","pooled",49,NA,"07",1,30067.5367528554,133.613053412929,NA,NA
"3254","S3_36_3.5M","3","3,5",36,"pooled","pooled",49,NA,"07",1,49024.8993579879,314.882528813184,NA,NA
"3255","S3_36_4M","3","4",36,"pooled","pooled",49,NA,"07",1,6341.96802916048,104.433599856419,NA,NA
"3256","S13_36_2M","13","2",36,"pooled","pooled",49,NA,"07",1,288905.923548351,1572.6361135818,NA,NA
"3257","S13_36_4M","13","4",36,"pooled","pooled",49,NA,"07",1,75694.5885243418,152.729957136755,NA,NA
"3258","Mix_36_2M","mix","2",36,"pooled","pooled",49,NA,"07",1,293432.428375694,1369.40694011048,NA,NA
"3259","Mix_36_4M","mix","4",36,"pooled","pooled",49,NA,"07",1,76755.7877782851,296.27935747987,NA,NA
"3260","S1C_24_2M_1","1C","2",24,"S1C_24_2M","1",56,NA,"08",1,239591.46602361,170.892629118124,NA,NA
"3261","S1C_24_4M_1","1C","4",24,"S1C_24_4M","1",56,NA,"08",1,68584.2096953853,56.9636293151041,NA,NA
"3262","S3_24_2M_1","3","2",24,"S3_24_2M","1",56,NA,"08",1,1044474.84932506,56.9661766743966,NA,NA
"3263","S3_24_4M_1","3","4",24,"S3_24_4M","1",56,NA,"08",1,383493.696388776,1566.55921727441,NA,NA
"3264","S13_24_2M_1","13","2",24,"S13_24_2M","1",56,NA,"08",1,770722.328456921,341.821633643163,NA,NA
"3265","S13_24_4M_1","13","4",24,"S13_24_4M","1",56,NA,"08",1,102734.777747522,199.37439540689,NA,NA
"3266","Mix_24_2M_1","mix","2",24,"Mix_24_2M","1",56,NA,"08",1,737113.315957135,284.841686357962,NA,NA
"3267","Mix_24_4M_1","mix","4",24,"Mix_24_4M","1",56,NA,"08",1,205103.584369307,370.27448920997,NA,NA
"3268","S1C_24_2M_2","1C","2",24,"S1C_24_2M","2",56,NA,"08",1,499938.279461656,541.182048186615,NA,NA
"3269","S1C_24_4M_2","1C","4",24,"S1C_24_4M","2",56,NA,"08",1,81002.5559895136,85.4457341661536,NA,NA
"3270","S3_24_2M_2","3","2",24,"S3_24_2M","2",56,NA,"08",1,1076204.40053224,170.898433283756,NA,NA
"3271","S3_24_4M_2","3","4",24,"S3_24_4M","2",56,NA,"08",1,294846.41564617,683.569742610904,NA,NA
"3272","S13_24_2M_2","13","2",24,"S13_24_2M","2",56,NA,"08",1,776403.888239163,199.384665700864,NA,NA
"3273","S13_24_4M_2","13","4",24,"S13_24_4M","2",56,NA,"08",1,107320.328093917,199.374282552394,NA,NA
"3274","Mix_24_2M_2","mix","2",24,"Mix_24_2M","2",56,NA,"08",1,869748.299461262,315.427493128281,NA,NA
"3275","Mix_24_4M_2","mix","4",24,"Mix_24_4M","2",56,NA,"08",1,163316.574116071,199.374959681286,NA,NA
"3276","S1C_24_2M_3","1C","2",24,"S1C_24_2M","3",56,NA,"08",1,400821.506470404,1224.79567781604,NA,NA
"3277","S1C_24_4M_3","1C","4",24,"S1C_24_4M","3",56,NA,"08",1,66506.1289314124,28.482282197607,NA,NA
"3278","S3_24_2M_3","3","2",24,"S3_24_2M","3",56,NA,"08",1,1024284.97818001,199.382521266374,NA,NA
"3279","S3_24_4M_3","3","4",24,"S3_24_4M","3",56,NA,"08",1,425757.251272665,1651.98826423699,NA,NA
"3280","S13_24_2M_3","13","2",24,"S13_24_2M","3",56,NA,"08",1,783167.339905889,626.647807889782,NA,NA
"3281","S13_24_4M_3","13","4",24,"S13_24_4M","3",56,NA,"08",1,125348.962974339,227.855420085142,NA,NA
"3282","Mix_24_2M_3","mix","2",24,"Mix_24_2M","3",56,NA,"08",1,820286.77102215,313.347495528672,NA,NA
"3283","Mix_24_4M_3","mix","4",24,"Mix_24_4M","3",56,NA,"08",1,212617.949918272,284.819758765268,NA,NA
"3284","Blank_24_2M","blank","2",24,"Blank_24_2M","blank",56,NA,"08",1,56.9638550212854,0,NA,NA
"3285","Blank_24_4M","blank","4",24,"Blank_24_4M","blank",56,NA,"08",1,85.4452021462473,28.4817340487491,NA,NA
"3286","S1C_36_2M_1","1C","2",36,"S1C_36_2M","1",56,NA,"08",1,108384.882966444,946.217232246734,NA,NA
"3287","S1C_36_4M_1","1C","4",36,"S1C_36_4M","1",56,NA,"08",1,78838.1538519161,313.301911983771,NA,NA
"3288","S3_36_2M_1","3","2",36,"S3_36_2M","1",56,NA,"08",1,74768.0222381886,427.245841361078,NA,NA
"3289","S3_36_3.5M_1","3","3,5",36,"S3_36_3.5M","1",56,NA,"08",1,43804.9813526952,113.927129655904,NA,NA
"3290","S3_36_4M_1","3","4",36,"S3_36_4M","1",56,NA,"08",1,10895.2449804466,86.0150919508939,NA,NA
"3291","S13_36_2M_1","13","2",36,"S13_36_2M","1",56,NA,"08",1,168816.639203545,2007.33221407306,NA,NA
"3292","S13_36_4M_1","13","4",36,"S13_36_4M","1",56,NA,"08",1,59867.766193143,86.0169054499181,NA,NA
"3293","Mix_36_2M_1","mix","2",36,"Mix_36_2M","1",56,NA,"08",1,265328.882855311,2136.53276939535,NA,NA
"3294","Mix_36_4M_1","mix","4",36,"Mix_36_4M","1",56,NA,"08",1,73229.3092067238,200.706798922109,NA,NA
"3295","S1C_36_2M_2","1C","2",36,"S1C_36_2M","2",56,NA,"08",1,135937.939117014,458.76545578406,NA,NA
"3296","S1C_36_4M_2","1C","4",36,"S1C_36_4M","2",56,NA,"08",1,67522.539734527,28.6719913947036,NA,NA
"3297","S3_36_2M_2","3","2",36,"S3_36_2M","2",56,NA,"08",1,122989.488100655,911.455215197071,NA,NA
"3298","S3_36_3.5M_2","3","3,5",36,"S3_36_3.5M","2",56,NA,"08",1,53673.8455535698,602.110446915046,NA,NA
"3299","S3_36_4M_2","3","4",36,"S3_36_4M","2",56,NA,"08",1,22016.5424279888,28.4819436325858,NA,NA
"3300","S13_36_2M_2","13","2",36,"S13_36_2M","2",56,NA,"08",1,310567.394510141,1433.82915286307,NA,NA
"3301","S13_36_4M_2","13","4",36,"S13_36_4M","2",56,NA,"08",1,74026.2894800681,142.413023239839,NA,NA
"3302","Mix_36_2M_2","mix","2",36,"Mix_36_2M","2",56,NA,"08",1,329799.679420132,1139.49962657038,NA,NA
"3303","Mix_36_4M_2","mix","4",36,"Mix_36_4M","2",56,NA,"08",1,77357.385420019,86.0163662935719,NA,NA
"3304","S1C_36_2M_3","1C","2",36,"S1C_36_2M","3",56,NA,"08",1,94020.0671761541,860.201895481739,NA,NA
"3305","S1C_36_4M_3","1C","4",36,"S1C_36_4M","3",56,NA,"08",1,37789.2324654557,86.0149449137839,NA,NA
"3306","S3_36_2M_3","3","2",36,"S3_36_2M","3",56,NA,"08",1,76869.9155422863,172.032634559388,NA,NA
"3307","S3_36_3.5M_3","3","3,5",36,"S3_36_3.5M","3",56,NA,"08",1,71478.7857881229,487.420520817525,NA,NA
"3308","S3_36_4M_3","3","4",36,"S3_36_4M","3",56,NA,"08",1,12816.9689487781,0,NA,NA
"3309","S13_36_2M_3","13","2",36,"S13_36_2M","3",56,NA,"08",1,362086.864178891,1082.47194074407,NA,NA
"3310","S13_36_4M_3","13","4",36,"S13_36_4M","3",56,NA,"08",1,83465.9266846335,28.6725959067789,NA,NA
"3311","Mix_36_2M_3","mix","2",36,"Mix_36_2M","3",56,NA,"08",1,326000.94094796,1082.39718270183,NA,NA
"3312","Mix_36_4M_3","mix","4",36,"Mix_36_4M","3",56,NA,"08",1,82433.3844208141,57.3449630753489,NA,NA
"3313","Blank_36_2M","blank","2",36,"Blank_36_2M","blank",56,NA,"08",1,28.672073084035,0,NA,NA
"3314","Blank_36_3.5M","blank","3,5",36,"Blank_36_3.5M","blank",56,NA,"08",1,0,0,NA,NA
"3315","Blank_36_4M","blank","4",36,"Blank_36_4M","blank",56,NA,"08",1,0,0,NA,NA
"3316","S1C_24_2M","1C","2",24,"pooled","pooled",56,NA,"08",1,380117.083985223,645.623451706926,NA,NA
"3317","S1C_24_4M","1C","4",24,"pooled","pooled",56,NA,"08",1,72030.9648721038,56.9638818929549,NA,NA
"3318","S3_24_2M","3","2",24,"pooled","pooled",56,NA,"08",1,1048321.40934577,142.415710408176,NA,NA
"3319","S3_24_4M","3","4",24,"pooled","pooled",56,NA,"08",1,368032.45443587,1300.7057413741,NA,NA
"3320","S13_24_2M","13","2",24,"pooled","pooled",56,NA,"08",1,776764.518867324,389.28470241127,NA,NA
"3321","S13_24_4M","13","4",24,"pooled","pooled",56,NA,"08",1,111801.356271926,208.868032681475,NA,NA
"3322","Mix_24_2M","mix","2",24,"pooled","pooled",56,NA,"08",1,809049.462146849,304.538891671638,NA,NA
"3323","Mix_24_4M","mix","4",24,"pooled","pooled",56,NA,"08",1,193679.369467883,284.823069218841,NA,NA
"3324","S1C_36_2M","1C","2",36,"pooled","pooled",56,NA,"08",1,112780.963086537,755.061527837511,NA,NA
"3325","S1C_36_4M","1C","4",36,"pooled","pooled",56,NA,"08",1,61383.3086839663,142.662949430753,NA,NA
"3326","S3_36_2M","3","2",36,"pooled","pooled",56,NA,"08",1,91542.47529371,503.577897039179,NA,NA
"3327","S3_36_3.5M","3","3,5",36,"pooled","pooled",56,NA,"08",1,56319.2042314626,401.152699129492,NA,NA
"3328","S3_36_4M","3","4",36,"pooled","pooled",56,NA,"08",1,15242.9187857378,38.1656785278266,NA,NA
"3329","S13_36_2M","13","2",36,"pooled","pooled",56,NA,"08",1,280490.299297526,1507.87776922673,NA,NA
"3330","S13_36_4M","13","4",36,"pooled","pooled",56,NA,"08",1,72453.3274526149,85.7008415321787,NA,NA
"3331","Mix_36_2M","mix","2",36,"pooled","pooled",56,NA,"08",1,307043.167741134,1452.80985955585,NA,NA
"3332","Mix_36_4M","mix","4",36,"pooled","pooled",56,NA,"08",1,77673.359682519,114.68937609701,NA,NA
"3333","S1C_24_2M_1","1C","2",24,"S1C_24_2M","1",63,NA,"10",0,33722.1631458106,0,NA,NA
"3334","S1C_24_4M_1","1C","4",24,"S1C_24_4M","1",63,NA,"10",0,9256.47973368489,28.4814761036458,NA,NA
"3335","S3_24_2M_1","3","2",24,"S3_24_2M","1",63,NA,"10",0,146509.791156883,56.9633713673727,NA,NA
"3336","S3_24_4M_1","3","4",24,"S3_24_4M","1",63,NA,"10",0,38592.5530327426,56.9631779081072,NA,NA
"3337","S13_24_2M_1","13","2",24,"S13_24_2M","1",63,NA,"10",0,122132.648259681,28.4824272993659,NA,NA
"3338","S13_24_4M_1","13","4",24,"S13_24_4M","1",63,NA,"10",0,14326.1743710627,0,NA,NA
"3339","Mix_24_2M_1","mix","2",24,"Mix_24_2M","1",63,NA,"10",0,107350.26849131,28.4824272993659,NA,NA
"3340","Mix_24_4M_1","mix","4",24,"Mix_24_4M","1",63,NA,"10",0,29563.7721955844,56.9629522072916,NA,NA
"3341","S1C_24_2M_2","1C","2",24,"S1C_24_2M","2",63,NA,"10",0,61663.3381565741,85.4457341661536,NA,NA
"3342","S1C_24_4M_2","1C","4",24,"S1C_24_4M","2",63,NA,"10",0,12104.6478988986,0,NA,NA
"3343","S3_24_2M_2","3","2",24,"S3_24_2M","2",63,NA,"10",0,168611.483807249,0,NA,NA
"3344","S3_24_4M_2","3","4",24,"S3_24_4M","2",63,NA,"10",0,30760.0638366423,0,NA,NA
"3345","S13_24_2M_2","13","2",24,"S13_24_2M","2",63,NA,"10",0,93535.7617912216,0,NA,NA
"3346","S13_24_4M_2","13","4",24,"S13_24_4M","2",63,NA,"10",0,14724.9314803653,28.4814922250779,NA,NA
"3347","Mix_24_2M_2","mix","2",24,"Mix_24_2M","2",63,NA,"10",0,120737.077665327,28.4824434218748,NA,NA
"3348","Mix_24_4M_2","mix","4",24,"Mix_24_4M","2",63,NA,"10",0,24095.4242551293,85.4447668621608,NA,NA
"3349","S1C_24_2M_3","1C","2",24,"S1C_24_2M","3",63,NA,"10",0,52235.8550545187,85.4457825319281,NA,NA
"3350","S1C_24_4M_3","1C","4",24,"S1C_24_4M","3",63,NA,"10",0,8945.47781252052,0,NA,NA
"3351","S3_24_2M_3","3","2",24,"S3_24_2M","3",63,NA,"10",0,153829.58437759,56.9633713673727,NA,NA
"3352","S3_24_4M_3","3","4",24,"S3_24_4M","3",63,NA,"10",0,39731.8615700821,113.926484788766,NA,NA
"3353","S13_24_2M_3","13","2",24,"S13_24_2M","3",63,NA,"10",0,112904.213995653,28.4823950544028,NA,NA
"3354","S13_24_4M_3","13","4",24,"S13_24_4M","3",63,NA,"10",0,18513.0118621426,0,NA,NA
"3355","Mix_24_2M_3","mix","2",24,"Mix_24_2M","3",63,NA,"10",0,108232.243498481,28.4821693417056,NA,NA
"3356","Mix_24_4M_3","mix","4",24,"Mix_24_4M","3",63,NA,"10",0,32127.1959699952,56.9631134219774,NA,NA
"3357","Blank_24_2M","blank","2",24,"Blank_24_2M","blank",63,NA,"10",0,0,0,NA,NA
"3358","Blank_24_4M","blank","4",24,"Blank_24_4M","blank",63,NA,"10",0,28.4815567109887,0,NA,NA
"3359","S1C_36_2M_1","1C","2",36,"S1C_36_2M","1",63,NA,"10",0,9826.20380881325,28.4817501704732,NA,NA
"3360","S1C_36_4M_1","1C","4",36,"S1C_36_4M","1",63,NA,"10",0,8743.81316381926,56.9629522072916,NA,NA
"3361","S3_36_2M_1","3","2",36,"S3_36_2M","1",63,NA,"10",0,33808.2967345267,113.928548389306,NA,NA
"3362","S3_36_3.5M_1","3","3,5",36,"S3_36_3.5M","1",63,NA,"10",0,22244.2846564246,56.9635970715099,NA,NA
"3363","S3_36_4M_1","3","4",36,"S3_36_4M","1",63,NA,"10",0,7604.60146858744,28.4816534404024,NA,NA
"3364","S13_36_2M_1","13","2",36,"S13_36_2M","1",63,NA,"10",0,35037.4929242916,114.689011208811,NA,NA
"3365","S13_36_4M_1","13","4",36,"S13_36_4M","1",63,NA,"10",0,9088.85036540251,0,NA,NA
"3366","Mix_36_2M_1","mix","2",36,"Mix_36_2M","1",63,NA,"10",0,37653.0655427245,0,NA,NA
"3367","Mix_36_4M_1","mix","4",36,"Mix_36_4M","1",63,NA,"10",0,NA,NA,NA,NA
"3368","S1C_36_2M_2","1C","2",36,"S1C_36_2M","2",63,NA,"10",0,11554.654514834,28.6715992923922,NA,NA
"3369","S1C_36_4M_2","1C","4",36,"S1C_36_4M","2",63,NA,"10",0,7941.98322432947,86.0142587472505,NA,NA
"3370","S3_36_2M_2","3","2",36,"S3_36_2M","2",63,NA,"10",0,30965.4507468152,143.358568272293,NA,NA
"3371","S3_36_3.5M_2","3","3,5",36,"S3_36_3.5M","2",63,NA,"10",0,16572.4299126798,114.688096281521,NA,NA
"3372","S3_36_4M_2","3","4",36,"S3_36_4M","2",63,NA,"10",0,5533.61551032052,28.6715829550286,NA,NA
"3373","S13_36_2M_2","13","2",36,"S13_36_2M","2",63,NA,"10",0,43007.6685069305,28.6717790046203,NA,NA
"3374","S13_36_4M_2","13","4",36,"S13_36_4M","2",63,NA,"10",0,7167.85897989856,57.3428718391885,NA,NA
"3375","Mix_36_2M_2","mix","2",36,"Mix_36_2M","2",63,NA,"10",0,45789.4311738096,28.6721547738319,NA,NA
"3376","Mix_36_4M_2","mix","4",36,"Mix_36_4M","2",63,NA,"10",0,10908.4485694025,0,NA,NA
"3377","S1C_36_2M_3","1C","2",36,"S1C_36_2M","3",63,NA,"10",0,12615.5180655571,28.6716319671752,NA,NA
"3378","S1C_36_4M_3","1C","4",36,"S1C_36_4M","3",63,NA,"10",0,6135.68728679317,0,NA,NA
"3379","S3_36_2M_3","3","2",36,"S3_36_2M","3",63,NA,"10",0,32754.0683161182,113.92719414302,NA,NA
"3380","S3_36_3.5M_3","3","3,5",36,"S3_36_3.5M","3",63,NA,"10",0,25288.4658529185,143.358649959855,NA,NA
"3381","S3_36_4M_3","3","4",36,"S3_36_4M","3",63,NA,"10",0,8314.72589226142,28.6714685940049,NA,NA
"3382","S13_36_2M_3","13","2",36,"S13_36_2M","3",63,NA,"10",0,44699.5072314009,28.6719097058377,NA,NA
"3383","S13_36_4M_3","13","4",36,"S13_36_4M","3",63,NA,"10",0,8430.55033039986,28.4815889540536,NA,NA
"3384","Mix_36_2M_3","mix","2",36,"Mix_36_2M","3",63,NA,"10",0,38792.604851479,170.89253238537,NA,NA
"3385","Mix_36_4M_3","mix","4",36,"Mix_36_4M","3",63,NA,"10",0,9203.55715144911,0,NA,NA
"3386","Blank_36_2M","blank","2",36,"Blank_36_2M","blank",63,NA,"10",0,0,0,NA,NA
"3387","Blank_36_3.5M","blank","3,5",36,"Blank_36_3.5M","blank",63,NA,"10",0,28.4816534404024,0,NA,NA
"3388","Blank_36_4M","blank","4",36,"Blank_36_4M","blank",63,NA,"10",0,0,0,NA,NA
"3389","S1C_24_2M","1C","2",24,"pooled","pooled",63,NA,"10",0,49207.1187856345,56.9638388993606,NA,NA
"3390","S1C_24_4M","1C","4",24,"pooled","pooled",63,NA,"10",0,10102.2018150347,9.49382536788193,NA,NA
"3391","S3_24_2M","3","2",24,"pooled","pooled",63,NA,"10",0,156316.953113907,37.9755809115818,NA,NA
"3392","S3_24_4M","3","4",24,"pooled","pooled",63,NA,"10",0,36361.4928131557,56.9632208989577,NA,NA
"3393","S13_24_2M","13","2",24,"pooled","pooled",63,NA,"10",0,109524.208015519,18.9882741179229,NA,NA
"3394","S13_24_4M","13","4",24,"pooled","pooled",63,NA,"10",0,15854.7059045235,9.49383074169263,NA,NA
"3395","Mix_24_2M","mix","2",24,"pooled","pooled",63,NA,"10",0,112106.529885039,28.4823466876488,NA,NA
"3396","Mix_24_4M","mix","4",24,"pooled","pooled",63,NA,"10",0,28595.4641402363,66.4569441638099,NA,NA
"3397","S1C_36_2M","1C","2",36,"pooled","pooled",63,NA,"10",0,11332.1254630681,28.6083271433469,NA,NA
"3398","S1C_36_4M","1C","4",36,"pooled","pooled",63,NA,"10",0,7607.16122498063,47.6590703181807,NA,NA
"3399","S3_36_2M","3","2",36,"pooled","pooled",63,NA,"10",0,32509.2719324867,123.73810360154,NA,NA
"3400","S3_36_3.5M","3","3,5",36,"pooled","pooled",63,NA,"10",0,21368.3934740076,105.003447770962,NA,NA
"3401","S3_36_4M","3","4",36,"pooled","pooled",63,NA,"10",0,7150.98095705646,28.6082349964786,NA,NA
"3402","S13_36_2M","13","2",36,"pooled","pooled",63,NA,"10",0,40914.8895542077,57.344233306423,NA,NA
"3403","S13_36_4M","13","4",36,"pooled","pooled",63,NA,"10",0,8229.08655856698,28.6081535977474,NA,NA
"3404","Mix_36_2M","mix","2",36,"pooled","pooled",63,NA,"10",0,40745.0338560044,66.5215623864006,NA,NA
"3405","Mix_36_4M","mix","4",36,"pooled","pooled",63,NA,"10",0,10056.0028604258,0,NA,NA
"3406","S1C_24_2M_1","1C","2",24,"S1C_24_2M","1",63,NA,"09",1,248903.705405167,28.4819436325858,NA,NA
"3407","S1C_24_4M_1","1C","4",24,"S1C_24_4M","1",63,NA,"09",1,75761.8414097179,28.4818952668113,NA,NA
"3408","S3_24_2M_1","3","2",24,"S3_24_2M","1",63,NA,"09",1,958471.926838786,256.344457565869,NA,NA
"3409","S3_24_4M_1","3","4",24,"S3_24_4M","1",63,NA,"09",1,354263.62862472,769.023795856844,NA,NA
"3410","S13_24_2M_1","13","2",24,"S13_24_2M","1",63,NA,"09",1,786839.993116077,598.162462186418,NA,NA
"3411","S13_24_4M_1","13","4",24,"S13_24_4M","1",63,NA,"09",1,107975.353903602,227.856193940601,NA,NA
"3412","Mix_24_2M_1","mix","2",24,"Mix_24_2M","1",63,NA,"09",1,696539.541985814,598.181424843663,NA,NA
"3413","Mix_24_4M_1","mix","4",24,"Mix_24_4M","1",63,NA,"09",1,232130.862704864,313.30545886546,NA,NA
"3414","S1C_24_2M_2","1C","2",24,"S1C_24_2M","2",63,NA,"09",1,456534.175839102,484.220176520136,NA,NA
"3415","S1C_24_4M_2","1C","4",24,"S1C_24_4M","2",63,NA,"09",1,98718.9754205695,199.374733971144,NA,NA
"3416","S3_24_2M_2","3","2",24,"S3_24_2M","2",63,NA,"09",1,1038866.28916389,256.341410387538,NA,NA
"3417","S3_24_4M_2","3","4",24,"S3_24_4M","2",63,NA,"09",1,301828.794642641,854.47427000842,NA,NA
"3418","S13_24_2M_2","13","2",24,"S13_24_2M","2",63,NA,"09",1,780667.136590849,142.415925385079,NA,NA
"3419","S13_24_4M_2","13","4",24,"S13_24_4M","2",63,NA,"09",1,109797.644103678,142.409395724615,NA,NA
"3420","Mix_24_2M_2","mix","2",24,"Mix_24_2M","2",63,NA,"09",1,857118.574026606,284.84217009292,NA,NA
"3421","Mix_24_4M_2","mix","4",24,"Mix_24_4M","2",63,NA,"09",1,197493.126867354,458.752907938104,NA,NA
"3422","S1C_24_2M_3","1C","2",24,"S1C_24_2M","3",63,NA,"09",1,395311.636284078,1595.03218040985,NA,NA
"3423","S1C_24_4M_3","1C","4",24,"S1C_24_4M","3",63,NA,"09",1,75705.1775843972,85.4460243616222,NA,NA
"3424","S3_24_2M_3","3","2",24,"S3_24_2M","3",63,NA,"09",1,1044639.24319685,85.4487329477189,NA,NA
"3425","S3_24_4M_3","3","4",24,"S3_24_4M","3",63,NA,"09",1,415044.286053408,1025.36331992332,NA,NA
"3426","S13_24_2M_3","13","2",24,"S13_24_2M","3",63,NA,"09",1,794990.128533897,341.796479610432,NA,NA
"3427","S13_24_4M_3","13","4",24,"S13_24_4M","3",63,NA,"09",1,143349.054312556,142.409153896837,NA,NA
"3428","Mix_24_2M_3","mix","2",24,"Mix_24_2M","3",63,NA,"09",1,806482.032708978,569.670150956402,NA,NA
"3429","Mix_24_4M_3","mix","4",24,"Mix_24_4M","3",63,NA,"09",1,270979.20573039,427.232298292605,NA,NA
"3430","Blank_24_2M","blank","2",24,"Blank_24_2M","blank",63,NA,"09",1,0,28.4817501704732,NA,NA
"3431","Blank_24_4M","blank","4",24,"Blank_24_4M","blank",63,NA,"09",1,0,0,NA,NA
"3432","S1C_36_2M_1","1C","2",36,"S1C_36_2M","1",63,NA,"09",1,96043.1797759853,484.203456759119,NA,NA
"3433","S1C_36_4M_1","1C","4",36,"S1C_36_4M","1",63,NA,"09",1,65251.689640554,142.408750852366,NA,NA
"3434","S3_36_2M_1","3","2",36,"S3_36_2M","1",63,NA,"09",1,138945.459985444,826.039020003666,NA,NA
"3435","S3_36_3.5M_1","3","3,5",36,"S3_36_3.5M","1",63,NA,"09",1,75192.7568119745,284.821048530206,NA,NA
"3436","S3_36_4M_1","3","4",36,"S3_36_4M","1",63,NA,"09",1,27725.5944990392,172.030576002312,NA,NA
"3437","S13_36_2M_1","13","2",36,"S13_36_2M","1",63,NA,"09",1,249880.19708068,1806.5701648018,NA,NA
"3438","S13_36_4M_1","13","4",36,"S13_36_4M","1",63,NA,"09",1,64113.8349758164,56.9647578638973,NA,NA
"3439","Mix_36_2M_1","mix","2",36,"Mix_36_2M","1",63,NA,"09",1,242184.20146005,1921.18653774844,NA,NA
"3440","Mix_36_4M_1","mix","4",36,"Mix_36_4M","1",63,NA,"09",1,66346.9124760006,114.687834876405,NA,NA
"3441","S1C_36_2M_2","1C","2",36,"S1C_36_2M","2",63,NA,"09",1,104339.754872573,630.798188292552,NA,NA
"3442","S1C_36_4M_2","1C","4",36,"S1C_36_4M","2",63,NA,"09",1,60068.4871235949,341.783710518321,NA,NA
"3443","S3_36_2M_2","3","2",36,"S3_36_2M","2",63,NA,"09",1,130549.527978832,1462.33822247319,NA,NA
"3444","S3_36_3.5M_2","3","3,5",36,"S3_36_3.5M","2",63,NA,"09",1,56109.9053639273,512.679338350605,NA,NA
"3445","S3_36_4M_2","3","4",36,"S3_36_4M","2",63,NA,"09",1,19726.2064357113,172.030870078878,NA,NA
